QueryName,WeeklySales_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SourceData,SalesView_Updated2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Server,Abacus_Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,21.31.312.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config Mode,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Date,January 1st 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Time,4:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference,XXRP-SYSTEMEXTRACT-ADMIN-20200101-WEEKLYSALES_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Store,Cat,Ref1,05/01/2021 00:00,12/01/2021 00:00,19/01/2021 00:00,26/01/2021 00:00,02/02/2021 00:00,09/02/2021 00:00,16/02/2021 00:00,23/02/2021 00:00,02/03/2021 00:00,09/03/2021 00:00,16/03/2021 00:00,23/03/2021 00:00,30/03/2021 00:00,06/04/2021 00:00,13/04/2021 00:00,20/04/2021 00:00,27/04/2021 00:00,04/05/2021 00:00,11/05/2021 00:00,18/05/2021 00:00,25/05/2021 00:00,01/06/2021 00:00,08/06/2021 00:00,15/06/2021 00:00,22/06/2021 00:00,29/06/2021 00:00,06/07/2021 00:00,13/07/2021 00:00,20/07/2021 00:00,27/07/2021 00:00,03/08/2021 00:00,10/08/2021 00:00,17/08/2021 00:00,24/08/2021 00:00,31/08/2021 00:00,07/09/2021 00:00,14/09/2021 00:00,21/09/2021 00:00,28/09/2021 00:00,05/10/2021 00:00,12/10/2021 00:00,19/10/2021 00:00,26/10/2021 00:00,02/11/2021 00:00,09/11/2021 00:00,16/11/2021 00:00,23/11/2021 00:00,30/11/2021 00:00,07/12/2021 00:00,14/12/2021 00:00,21/12/2021 00:00,28/12/2021 00:00
,1,25,125XXRP,10044.53,8484.31,9605.64,9337.71,12060.08,10509.59,11290.68,13071.74,10570.5,10712.47,10168.91,10590.44,10050.82,10466.42,10360.45,9257.67,9204.18,10967.44,9735.2,11024.11,11050.45,10158.06,10506.09,7500.17,7703.58,7299.9,10582.42,8731.19,8972.53,10073.34,8186.36,9241.48,7613.85,7538.64,8010.24,8907.86,9111.45,9014.23,10461.93,11718.41,10417.72,8130.08,11997.22,10721.09,11802.37,11820.17,15195.72,9327.8,7359.16,6384.22,5272.76,6350.26
,1,26,126XXRP,7142.9,7738.63,8608.27,7227.41,7576.44,7016.59,6892.71,5852.84,5946.53,5841.8,6997.03,6496.3,5813.66,5867.67,5372.91,5500.06,6253.05,6270.58,5711.42,5508.5,5543.24,5701.4,5172.07,4887.42,4356.37,4289.04,4825.24,4529.47,6590.93,5089.68,4014.69,4217.53,5003.37,4583.66,5081.35,7492.61,6560.2,8928.79,9038.21,9017.92,7693.46,5878.78,8690.17,7107.23,8443.46,9502.94,12517.98,5036.62,4220.51,4369.57,4492.42,4667.16
,1,27,127XXRP,2096.94,1643.21,1797.04,1333.69,1273.55,1420.55,1340.76,1232.91,1167,1054.96,1072.68,1061.68,1020.54,1016.2,835.91,914.25,984.31,895.74,1027.89,674.36,642.82,623.57,677.97,698.42,727.57,720.26,997.04,815.45,1360.46,1698.89,826.83,786.47,806.31,834.84,939.73,1295.94,1228.98,1785.51,1422.84,2002.85,1882.59,1707.85,1992.88,1752.13,2606.7,4225.6,5131.93,2882.08,1788.6,1623.81,1451.96,966.46
,1,28,128XXRP,671.34,780.76,905.99,662.16,674.35,660.45,627.89,578.59,602.63,623.65,421.77,729.26,646.18,571.94,551.12,482.1,363.45,411.94,495.52,376.32,304.32,436.66,423.27,350.95,372.51,301.2,449.39,302.76,259.67,334.16,342.96,483.05,427.2,418.48,537,548.26,430.34,616.4,670.38,966.26,788.61,648.03,526.29,685.52,820.59,853.19,903.97,714.86,557.94,539.86,634.48,641.94
,1,29,129XXRP,5656.37,6388.13,7917.33,4607.7,5396.35,4876.69,4086.48,3932.66,3885.21,4548.03,4176.76,3866.11,4108.54,5672.1,4724.29,3623.54,3537.56,4158.77,3643.74,3735.04,3608.28,3750,4581.24,3243.28,3439.7,2978.08,4564.77,3339.78,4158.06,3735.18,3652.7,3210.79,2986.42,3343.26,3209.28,4011.5,3619.49,4093.77,3968.2,5024.72,4530.75,4334.62,5641.46,5466.91,6750.53,8445.01,12848.12,6951.19,4174.68,4008.75,3689.44,3510.94
,1,30,130XXRP,3521.78,4234.14,4921.42,4042.31,4850.96,4561.26,4581.04,4346.38,3897.48,4732.04,4158.26,4077.88,3630.66,3759.18,3621.1,3204.98,3555.48,3536.7,4216.64,3183.18,3485.28,4202.83,4308.14,3724.75,3599.5,2874.22,3172.58,3114.22,3465.77,3336.7,2837.66,2755.4,2580.54,2585.95,2529.32,3051.62,2921.56,2566.7,2688.58,2670.86,2573.12,2041.76,3152.56,2334.96,2343.4,2395.98,2829.74,2155.22,2425.04,2014.96,2695.82,2507.48
,1,31,131XXRP,3520.42,2486.2,2609.75,2314,2557.55,2164.85,1680.84,2446.9,1857.8,1803.75,1979.94,1584.32,1781.02,1651.68,1994.8,1548.74,1653.96,1506.78,1393.56,1015.8,1032.1,1391.6,2217.51,2939.24,2750.37,3348.93,4894.64,4521.44,7873.37,10089.76,2012.19,1458.46,1438.69,1270.53,1368.39,1178.65,1648.71,1404.65,1582.06,1675.41,1683.65,1486.76,1542.03,1921.19,3432.08,3245.04,4743.7,2247.9,2039.49,1988.97,1622.61,1571.13
,1,32,132XXRP,7118.97,12996.54,21488.44,7819.18,7986.75,6974.93,6549.7,7484.83,6786.52,6871.65,6227.92,5990.75,6960.72,9579.7,15230.65,5960.59,7107.44,5809.14,7260.41,6113.68,8453.01,6678.89,7014.83,6235.95,7208.69,5003.96,6170.36,5605.12,5079.24,3152.72,7591.17,7126.55,6644.95,8218.16,7406.96,7219.14,6151.7,6481.34,5137.16,7761.5,7124.84,4502.04,8978.16,7939.32,13979.39,17251.57,35301.3,14581.39,5821.95,5567.49,4809.14,5637.52
,1,33,133XXRP,7065.8,6957.64,7010.2,5293.75,4605.93,4883.73,5173.48,5463.18,4990.01,4511.2,4382.55,5396.21,4196.15,4601.56,3814.98,3921.9,4431.08,4686.39,3731.58,3863.13,3148.15,4205.16,3534.69,3156.82,4461.29,4994.13,7901.07,7364.64,11860.56,11409.33,4336.73,4168.88,4119.66,3166.72,3363.59,4427.83,3631.68,5882.98,6318.38,6252.82,5622.58,4303.63,10793.97,7049.78,9505.36,10083.01,13657.4,4914.09,3959.05,2930.02,2511.83,2350.29
,1,34,134XXRP,11782.92,12543.6,13938.62,11607.13,11694.68,11072.38,11896.39,13373.58,9949.54,10312.07,10244.73,10357.32,9734.13,10790.42,13181.27,10320.09,10175.87,12748.99,12979.5,10034.64,9302.69,11695.86,13311.92,10335.62,8661.59,9384.05,13498.51,11185.39,11307,10365.03,8981.78,8581.38,7987.56,7504.05,7970.3,8010.18,8964.67,10716.87,10570.19,12121.54,11197.3,9773.47,14744.09,10172.39,15044.32,14714.73,16180.84,10554.13,9246,8198.59,8022.64,7885.38
,1,35,135XXRP,3111.97,3080.82,2901.88,2338.82,2709.82,2724.85,2936.44,3231.41,2610,2631.94,2859,3208.5,3631,3533.94,4090,2928.85,2780,2335.97,2970.4,2035.54,2143,2535.58,2552.52,2332.95,2523.99,1879.13,2590.31,1806.76,2666.68,2285.84,2081.31,2216.89,1771.64,2165.59,2210.41,1928.39,1953.39,2882.4,2179.03,2848.99,2576.34,2635.81,3126.99,2450.12,3023.41,3045.08,3532.72,2631.24,2013.82,2018.5,1852.48,1410.49
,1,36,136XXRP,1860.5,503.5,64.5,80.5,412,695,1014,1444,891,797,1410,1146,976,1374,1699,1394,2964,5631,3411,3557,3426,3066,2611,964,1070,718,797,423,457.76,394.58,411.61,804.22,493.43,511.28,558.4,878.86,765.13,1010.86,1300.91,1840.28,1485.91,1078.92,1526.35,1710.05,3169.24,2523.53,4298.54,2656.78,949.95,792.1,586.49,507.34
,1,37,137XXRP,3784.39,3672.78,3816.82,2885.47,3395.85,3551.22,2868.66,2983.5,3223.55,3028.07,2489.79,3280.15,2160.41,2704.03,2833.49,2240.75,2641.72,2629.65,2503.32,2873.58,2622.22,2528.27,2633.47,2329.61,2782.32,2856.77,2672.04,2620.3,2622.13,2592.32,2992.63,3015.32,3149.23,2631.41,2662.92,2935.5,2522.86,2735.71,2668.4,2751.27,3157.52,2600.89,2786.48,2496.33,2695.24,2401,2348.56,2203.49,2963.19,2572.41,2278.6,1943.14
,1,38,138XXRP,86132.01,70151.05,75224.27,66624.1,89649.84,65990.45,69452.49,69677.06,74614.02,84294.6,76028.75,66718.84,82034.82,87761.73,100494.82,84842.8,70061.97,89269.8,73273.96,72699.23,69283.24,68879.85,70660.17,81709.41,65138.27,68425.21,96719.55,69572.84,71090.57,60459.08,86374.76,77634.79,73226.9,71469.16,72839.02,83059.47,67590.65,76702.9,67148.18,115249.43,86946.05,70210.07,57562.29,98037.09,83237.41,77567.96,65636.08,63659.49,90770.82,73539.46,78264.14,67827.4
,1,40,140XXRP,63996.04,67392.25,65145.21,63509.85,68427.08,62499.24,59935.75,61393.06,62296.54,61678.44,59002.81,56157.54,55277.98,59451.44,54974.92,54356.13,54003.35,57452.29,56035.29,53286.19,49621.61,54963.04,54701.65,50544.99,49585.06,48943.99,56976.03,51106.65,53241.38,54901.78,57323.34,56234.81,58226.24,55280.21,56542.57,62225.38,54758.87,54344.36,54994.01,60596.74,58511.53,56500.66,53816.93,63497.31,61261.65,59020.69,63663.51,55520.06,65669.34,61166.26,57819.87,55272.9
,1,41,141XXRP,1405,1449,1291.87,772,663,940,814,820,793.5,542,630,840.5,724.5,902,1242.5,1485,406,328,364,813.5,896.5,246.87,651.5,364.88,693,855,1026.5,969.5,676,575,1345.5,971,956.5,1532.5,1222,1572.5,1262.47,1354.5,2927.5,1260,792.5,1005,3254.07,1852.54,1423.91,2237.47,4164.38,1573,187.03,297.5,327,163.37
,1,42,142XXRP,7225.64,8010.52,9154.95,8896.4,9642.28,8293.47,9272.97,8842.06,7949.13,8542.04,7884.79,8760.29,7587.59,8086.99,7870.25,7194.27,8256.97,7946.69,9133.95,7175.37,7871.31,7638.89,6616.75,7068.99,8204.91,6992.37,7858.21,7308.1,7730.8,6976.5,7687.29,8899.8,8950.75,8263.51,7710.94,8506.57,6680.42,7234.05,7181.21,9079.08,7252.84,7989.25,7324.21,6181.99,6824.05,7123.1,7486.65,6924.5,8150.14,7073.77,8882.33,6961.76
,1,44,144XXRP,4552.77,4128.84,4505.01,3964.39,4539.32,3902.25,3327.64,3688.78,3978.69,4593.66,4044.26,4602.13,4256.67,5698.17,4877.4,4432.13,4210.25,3398.8,3994.08,3599.74,3952.92,4061.53,3590.9,3632.48,3385.24,3939.12,4242.68,4532.06,4211.91,4785.79,5085.98,5234.34,4747.74,5426.25,5740.86,6259.82,6644.37,5357.89,7105.29,5626.16,5859.12,5545.99,7463.46,6846.36,9623.65,9212.12,8587.31,3802.42,3865.21,4302.1,4115.74,4480.61
,1,45,145XXRP,NA,11.47,11.47,11.47,22.94,34.41,11.47,NA,NA,NA,NA,11.47,NA,NA,11.47,10.47,11.47,NA,22.94,NA,11.47,NA,NA,NA,NA,NA,NA,NA,NA,35.91,11.97,11.97,NA,35.91,21.94,11.97,NA,11.97,23.94,57.85,9.97,11.97,NA,11.97,33.91,NA,11.97,11.97,11.97,11.97,11.97,NA
,1,46,146XXRP,18525.11,20609.53,23922.06,18879.72,21571.68,20840.88,20539.39,20224.11,19189.17,19162.86,19154.69,19453.55,19268.86,21598.1,20003,20625.85,19408.71,21789.56,21209.8,20273.99,20247.88,20260.49,20819.37,18825.83,18212.87,17801.56,19741.45,17231.34,17501.25,17963.72,18204.34,16566.4,17763.55,15863.61,17225.81,19711.09,17898.93,16600.43,16886,19041.07,17593.42,17753.95,19731.84,20061.91,24204.73,33643.26,43637.95,26431.67,16758.49,16990.96,16304.6,16964.23
,1,47,147XXRP,NA,NA,NA,NA,NA,0,NA,NA,NA,-298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-198,NA,NA,NA,198,0,0,NA,NA,NA,NA,NA,NA,NA,-498,NA,NA,NA,NA,NA,NA,NA,NA,NA,-498,NA,NA,NA,NA,NA
