QueryName,WeeklySales_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SourceData,SalesView_Updated2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Server,Abacus_Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,21.31.312.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config Mode,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Date,January 1st 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Time,4:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference,XXRP-SYSTEMEXTRACT-ADMIN-20200101-WEEKLYSALES_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Store,Cat,Ref1,06/01/2020 00:00,13/01/2020 00:00,20/01/2020 00:00,27/01/2020 00:00,03/02/2020 00:00,10/02/2020 00:00,17/02/2020 00:00,24/02/2020 00:00,03/03/2020 00:00,10/03/2020 00:00,17/03/2020 00:00,24/03/2020 00:00,31/03/2020 00:00,07/04/2020 00:00,14/04/2020 00:00,21/04/2020 00:00,28/04/2020 00:00,05/05/2020 00:00,12/05/2020 00:00,19/05/2020 00:00,26/05/2020 00:00,02/06/2020 00:00,09/06/2020 00:00,16/06/2020 00:00,23/06/2020 00:00,30/06/2020 00:00,07/07/2020 00:00,14/07/2020 00:00,21/07/2020 00:00,28/07/2020 00:00,04/08/2020 00:00,11/08/2020 00:00,18/08/2020 00:00,25/08/2020 00:00,01/09/2020 00:00,08/09/2020 00:00,15/09/2020 00:00,22/09/2020 00:00,29/09/2020 00:00,06/10/2020 00:00,13/10/2020 00:00,20/10/2020 00:00,27/10/2020 00:00,03/11/2020 00:00,10/11/2020 00:00,17/11/2020 00:00,24/11/2020 00:00,01/12/2020 00:00,08/12/2020 00:00,15/12/2020 00:00,22/12/2020 00:00,29/12/2020 00:00
,1,17,117XXRP,13223.76,13403.66,13485.61,10667.06,12657.65,12793.17,11097.8,8900.01,9572.23,8159.34,7790.67,8036.98,8769.42,9970,10266.86,9254.13,8644.05,9212.09,8846.82,8932.62,9407.16,9242.3,8324.41,7492.79,8914.49,9384.75,9851.77,9661.1,10751.74,10036.31,10118.25,9408.87,8794.19,9687.73,8648.02,10195.94,8821.23,7898.35,8198.62,9250.94,8603.57,10086.41,13337.59,11045.34,11917.53,13487.5,19842,10429.16,8582.2,8503.39,7658.87,7724.52
,1,18,118XXRP,4729.5,19006.5,17623.72,545.02,634.61,1275.08,2303.36,4037.16,17916.41,8668.06,584.56,65.24,NA,NA,0.5,NA,NA,4.1,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23,132,246,1583.71,3130.76,3389.42,4532.56,6195.26,9648.61,22455.8,12033.61,8943.59,15020.49,33967.24,53845.12,47266.75,35120.62,22403.61,20783.04,5180.76,875.4,1579.21,1964.42
,1,19,119XXRP,1947.05,1490.79,1722.17,1655.32,1556.65,1742.14,1881.91,2153.61,1514.32,1880.64,1483.5,1577.25,1384.69,1616.77,1274.19,1448.08,1183.27,1106.84,1377.39,1452.82,1402.04,1537.76,1297.98,1382.72,1563.01,1224.69,2169.9,1814.38,1797.85,1008.45,1460.74,1772.53,1933.16,1644.9,1583.2,1926.42,1905.88,1838.86,2600.99,1344.66,1769.86,1736.17,1114.47,1616.77,1576.73,1724.66,1342.63,1234.64,955.71,922.31,696.22,866.7
,1,20,120XXRP,5034.1,3697.7,4719.89,4007.94,4215.67,6476.41,4458.06,4195.7,3468.69,3010.11,3284.41,3008.93,3957.01,4249.64,4530.95,4020.38,5115.39,7150.79,5151.98,5596.07,5084.26,5958.02,5352.73,5025.69,4328.35,4266.71,4764.92,4133.81,4297.24,3607.91,3985.35,2715.5,3146.58,3314.39,3859.87,3947.33,3300.77,3130.7,3114.61,2961.74,2717.45,3276.59,5994.53,2656.78,2863.79,3289.02,3724.99,3361.51,3218.91,3082.87,2464.49,3071.34
,1,21,121XXRP,8907.63,8735.83,8949.67,8592.42,8275.44,7785.3,7829.35,7121.77,8432.73,8152.57,6907.06,7127.27,7665.23,8356.06,7905.15,7369.84,8570.69,8326.97,7516.34,8742.63,8143.9,8662.48,8739.92,8403.67,7070.09,7305.13,7573.36,7662.31,6712.09,7281.05,8664.27,7966.59,7477.6,6974.13,7880.07,7632.01,7578.99,7225.88,7266.9,7608.28,7969.61,7394.27,9093.19,8844.39,9160.14,10135.43,12446.93,6349.45,7716.16,6359.4,6480.25,7217.54
,1,22,122XXRP,13623.98,14807.95,12290.16,9295.78,8219.49,10372.48,9338.09,7464.39,7589.35,7407.71,6788.1,5816.92,5271.14,7175.17,6772.41,5133.32,5729.72,7708.71,5877.06,6213.93,6058.56,6785.55,6256.11,7016.9,5560.44,7201.71,7703.29,6373.79,8988.52,7620.68,7244.16,8800.21,7434,8387.18,8353.58,8086.24,7348.71,7117.18,5414.52,8085.19,7336.21,7723.69,15769.67,9384.42,12258.11,13589.23,19256.51,11551.12,7742.97,8329.06,6025.52,7536.69
,1,23,123XXRP,24146.49,22812.41,21381.85,17798.37,18993.69,17426.63,20132.03,19105.92,18666.57,21678.02,19811.02,19377.76,18274.46,22172.27,19986.37,20697.6,23409.56,28857.18,24072.22,27795.85,27161.66,23137.32,22121.47,19234.02,20200.65,20456.24,22200.83,20503.99,26519.58,28311.76,19045.76,16086.08,15589.89,15671.19,18377.92,22280.97,17717.02,17609.38,19134.38,26416.48,21370.42,23106.93,33328.17,24834.59,31241.47,40193.56,62381,18054.72,16955.3,20525.34,17596,13915.16
,1,24,124XXRP,8272.9,8050.24,7366.7,5630.82,6885.9,5396.96,4519.82,4618.27,7219.38,6358.78,5536.07,5160.08,4628.59,5675.4,5180.35,5099.86,5085.04,6024.48,4863.25,4771.79,4590.68,4608.04,4632.65,4688.09,4894.69,7541.56,10293.02,10872.75,17223.95,16489.07,4759.52,4214.57,3343.8,3526.46,5430.09,7042.44,4385.01,5223.73,5989.09,7834.13,5644.17,6948.82,11915.5,8971.35,10646,13318.9,15366.58,4562.4,4858.97,4859.54,4221.76,4187.94
,1,25,125XXRP,11609.5,13268.75,10271.25,10218.67,10345.5,10705.75,12213.5,13876.5,14964.5,12906,12360.85,11295.45,11435.6,11446.25,11247,11805.5,11229.88,13504.5,11220.75,10119,10956.25,10504.25,9082.5,9096.1,8238.77,8319.6,8737.4,8857.17,10173.93,11156.75,9170.32,8239.24,7817.07,7886.08,8643.04,10343.22,9056.33,9422.39,10949.11,10713.05,9402.53,9919.34,11504.57,10536.65,11086.99,12313.4,17880.04,7182.16,6747.11,6816.68,6624.78,6431.82
,1,26,126XXRP,11737.12,10050.92,10547.6,8541.14,8772.65,7877.4,7923.66,5870.09,9137.94,9152.08,8671.28,7827.17,7971.44,7994.2,7378.58,7721.92,5720.08,7184.92,5737.18,6336.16,5754,5552.42,6279.07,5830.68,5530.75,5607.96,6151.1,5975.36,6037.64,6148.47,6357.16,6160,5000.9,5282.7,8255.99,10543.31,7421.11,6316.22,6105.17,9601.7,7582.52,8583.68,11918.3,8572.96,8726.6,10671.46,14479.39,5003.84,4010.16,5355.58,4651.93,5285.36
,1,27,127XXRP,2293,2339.5,2494.5,1666.75,1467.5,1130,1214,1211,934.5,1111.25,1021.5,1028,1061.29,966.75,1139.35,957.93,864.92,827.52,965.3,875.85,935.32,849.69,837.51,897.88,819.8,882.13,1317.52,967.53,1737.89,1898.48,867.29,832.26,728.02,791.7,1042.3,1427,1208.8,1186.4,1371.4,1654.8,1474.2,1884.6,2099.1,2385.59,3035.7,3190.2,4168.6,1624.8,1562.57,1606.24,1312.55,1320.18
,1,28,128XXRP,1085.29,1008.36,1012.09,986.07,1002.2,838.67,806.03,726.11,995.36,1151.63,582.63,627.02,691.4,773.22,653.81,491.69,416.53,483.93,487.7,456.77,513.53,446.76,423.22,453.36,534.78,383.56,532.59,495.27,436.4,521.37,406.39,478.76,604.44,560.07,741.36,950.27,831.09,628.66,862.24,857.28,1027.18,936.9,932.76,731.31,1050.63,1071.86,994.88,516.85,656.29,781.19,795.05,796.71
,1,29,129XXRP,7024.95,7696.61,7966.55,4972.65,5306.7,3841.96,5406.4,3520.75,4143.54,4317.52,3963.5,4187.11,3793.75,5277.46,5651.19,4333.28,3532.78,4062.22,4121.2,4022,4486.72,5222.08,5469.9,4571.66,3814.24,4519.33,5511.97,5075.2,5348.58,5115.42,4892.98,3701.66,3959.42,3775.77,3425.58,4706.6,4085.14,3853.68,4498.64,5087.02,4990.65,5275.25,6603.2,5539.2,7917.07,9210.45,14065.97,5104.15,4993.4,4923.2,3778.3,3749.14
,1,30,130XXRP,5491,5328.5,5735,3614.48,4360.5,3021.5,3822.5,3324,4278.26,4406.48,4380.38,4283.99,3728.17,5308.69,3885.42,4342.18,3887.9,4230.56,4225.12,3731.51,3603.83,4124.82,4365.06,3840.68,3561.26,3087.8,4505.88,3936.8,4803.42,4613.42,3485.88,3342.76,3045.1,3586.76,3257.42,3881.3,3283.88,2681.46,2732.22,2915,2856.38,2781.26,2844.88,2830.96,2697,3260.88,3883.38,2454.3,2785.92,2456.5,2625.72,2970.36
,1,31,131XXRP,3455.92,3228.96,2652,2665.75,2595.8,2103.34,2254.44,1945.42,1601,1438.34,1514.42,1486.42,1421.25,2117.3,1853.79,1602.42,1480.88,1864.96,1976.84,1387.34,1390.5,1581.34,2000.68,1959.38,2209.8,2865.63,3989.01,4900.77,8459.66,10581.34,2805.56,2639.96,1827.21,1917.67,1915.08,1967.5,1708.12,1963.53,2077.67,2618.32,2087.72,1932.64,2760.12,3199.9,3731,4382,5771.36,2286.59,2149.06,4002,2492.5,1762.22
,1,32,132XXRP,11875.84,14700.59,20275.45,8146.57,9907.51,6938.45,6175.31,6698.76,7648.28,8763.71,6829.55,5933.18,9109.86,9616.73,16167.09,6472.63,7381.56,8841.86,7060.14,7393.92,6510.87,6939.97,7180.81,5251.9,6247.05,6080.16,5571.23,6023.16,6068.12,5769.42,6516.53,6320.36,6858.67,7029.95,6695.46,7151.13,7129.53,5861.12,5464.93,5804.88,7931.19,6967.7,10593.12,9755.72,12927.02,20124.62,43995.62,9024.94,5276.25,3519.44,4671.03,8351.09
,1,33,133XXRP,8589.77,8483.54,7611.35,4814.66,6214.6,5666.25,6811.15,4708.77,7681.63,6205.64,4749.75,5083.75,4844,5779,5012.78,5905.71,6159.95,7048.49,5230.87,4725.57,4449.22,4791.4,4236.14,4225.77,5710.56,6491.62,9313.16,9732.49,14881.25,13828.44,4049.83,3928.25,3918.06,3591.66,5114.13,6429.14,3906.98,4127.92,5920.9,7503.79,6534.24,6722.67,10290.44,8736,9441.03,11557.72,13832.52,3664.62,3835.59,4076.5,3469.33,4000.47
,1,34,134XXRP,14350.83,12852.83,13006.5,12005,12571.5,11709,13394,9637.83,10282.66,13863.66,13632.64,12504.5,10679.49,15135.17,13934.33,14001.84,13976.83,16317.32,14514.85,12869,13005,11627.5,11345.7,10174.33,8730.5,8386.5,9872.5,9529.5,10421.34,10532.33,8629.5,9250,9008.5,8404.83,8534.5,10845.93,8481.5,7574,9075.47,12338.25,11137.4,10469.5,17295.5,11624.3,12446.8,13940,17933,8890.3,8186.25,8056.5,7074.5,9065.41
,1,35,135XXRP,2770,2420,2176,2029.9,2752,2926,2861,1939,2275,3942,3204,3047,2454,3639,4173,2713,2932,3409,2798.5,2324,2873,2799.04,2788.5,2134,2742,1999,2639,2079,2449,2135,2273,1751,1842,2375,1816,3287,1874,2312,2483,3199,2229,2605,2870,3023,2735,3670,4279,1957.5,2029.75,1865,1828.57,1937
,1,36,136XXRP,120,432,595,506,648,891,937,703,886.5,807,1144.12,433.5,1107,1455.5,2272.5,2989.5,3995,5850,3033.5,2730.5,3015.5,2807,2487.5,1810.5,1585,1266.5,1596,1144,638.5,606.5,591,357,204,252,142,153,297,301,501,1375,1222,1712,2295,2188,2278,2802,3789,1026,786,1271,943,440
,1,37,137XXRP,3438.16,3450.68,3203.31,2474.99,3647.82,3053.13,2915.9,2440.16,2973.38,2573.42,2800.67,2783.93,3083.11,3529.85,2630.47,2362.36,2625.06,3145.77,2997.24,2996.71,3228.87,2939,3338.15,3032.21,2764.12,2819.48,2846.27,2750.34,3231.25,2805.49,3198.28,2939.98,2549.96,2828.76,3030.43,3204.58,3217.8,2696.82,2388.91,2871.57,2488.36,2543.8,2827.25,2475.6,2334.49,2430.16,2481.19,2681.71,2279.17,1981.42,2346.57,2528.97
,1,38,138XXRP,115564.35,94136.35,98672.59,92755.59,108282.86,98175.35,71165.72,95855.41,101566.87,98689.46,77602,87205.88,127811.89,107634.21,91179.51,80273.34,87937,96137.67,105539.53,86860.94,79026.15,100958.25,87346.14,80431.55,66892.44,76542.81,93809.75,78915.6,70299.21,77852.74,90990.93,78481.32,76162.38,87720.98,112126.81,73963.61,73027.2,71814.32,70733.35,77547.67,82395.79,73121.25,55973.77,87338.34,69386.52,81069.74,57718.48,67182.76,85242.8,80921.16,79827.55,71672.01
,1,40,140XXRP,66780.63,60828.25,68569.53,64328.29,67000.83,59799.42,57384.35,57837.28,62278.04,59141.39,58400.17,58623.36,57805.71,61099.85,54394.6,53707.85,56109.3,58507.93,54805.3,53618.54,51298.1,56751.6,54315.84,54176.59,52239.9,52943.16,57414.42,52672.69,53735.68,53819.66,60555.12,59179.16,56516.67,55407.67,58625.28,59429.87,55682.39,54444.19,55868.01,62762.19,59117.63,58214.46,56333.22,63116.31,60654.17,62733.74,67450.08,58568.16,63517.55,59221.57,61387.36,60671.09
,1,41,141XXRP,1011.83,924.53,1206.88,885.27,1405.96,1072.8,1005.76,1578.63,1450.76,1346,1057,879,723,964,809,440.12,514,736.88,851,824,700,556,717,912,1072,879,1044,1482,1971,2576,3767,2997.87,2109,1930,1521,1385,1509,1695,2193,2228.87,1071,1023,2066.4,1238,1540.25,2278.75,3773.25,812.25,565.75,571.75,599,619.5
,1,42,142XXRP,8366.71,7284.34,8423.87,7039.85,9701.14,8336.82,9019.85,8308.66,9263.75,8830.76,8910.56,7670.8,9368.81,9415.84,8018.61,8604.28,7895.11,8686.52,7249.62,8308.79,8169.12,8204.64,8941.96,7799.82,7893.65,7254.58,8670.44,7721.77,7907.41,6639.33,9462.86,7408.52,6925.84,7714.03,7578.6,8161.18,8548.24,8046.85,7801.28,8004.7,7793.62,7887.03,6981.92,7032.59,7139.91,5756.34,7004.17,6147.79,7935.25,6434.92,6429.96,7694.75
,1,44,144XXRP,4674.75,4463.33,4401.78,3864.43,4465.33,4914.41,3680.66,4014.61,4216.19,3689.94,4159.49,4486.95,4414.76,5201.2,4559.25,4564.94,3995.99,4407.29,4740.63,4158.61,4452.56,4137.45,3893.2,3454.13,3980.92,3839.45,5151.43,4062.09,3980.15,4260.92,5213.53,5082.72,5128.87,6279.62,4484.02,5755.38,5322.96,5830.18,6183.91,4669.76,4641.38,4338.65,8324.33,5773.13,6310.08,7296.46,7081.19,2940.67,3825.19,3206.15,3891.96,4587.65
,1,45,145XXRP,37.44,34.47,22.94,45.41,74.35,29.97,8.5,10,13.5,35.97,9.5,23.97,50.41,2.5,22.5,10.47,12.5,5,NA,NA,NA,5,NA,NA,53.88,65.84,NA,NA,NA,NA,NA,11.47,NA,NA,22.94,34.41,34.41,43.88,22.94,10.47,68.82,80.29,11.47,NA,NA,22.94,NA,NA,22.94,34.41,11.47,NA
,1,46,146XXRP,20837.77,18826.47,22414.94,18099.75,20565.45,18114.67,18317.46,16803.77,19053.49,17682.48,17394.72,17825.26,18120.31,19219.2,18294.5,18845.98,19693.66,22445.36,20377.63,18936.81,20309.52,19082.57,19259.43,16545.46,17424.93,18044.49,19380.82,16742.12,18042.55,18845.23,18797.69,18400.52,16773.5,15994.65,17058.26,18378.25,16713.94,16832.19,16666.41,18063.45,17690.36,16465.14,18640.46,18473.14,22154.5,31913.56,54830.17,24323.2,17391.06,15209.45,15422.84,16089.4
,1,47,147XXRP,70,NA,-863,NA,NA,-698,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58,NA,60,NA,NA,20,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
,1,48,148XXRP,814,247,354,357,771,608,467,374,247,761,514,671,227,274,424,NA,NA,NA,641,NA,NA,157,594,NA,117,287,NA,187,283,NA,227,434,127,267,666,561,760,564,594,861,566,2083,1137,675,2020,2098,2883,434,117,396,217,267
