QueryName,WeeklySales_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SourceData,SalesView_Updated2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Server,Abacus_Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,21.31.312.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config Mode,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Date,January 1st 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Time,4:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference,XXRP-SYSTEMEXTRACT-ADMIN-20200101-WEEKLYSALES_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Store,Cat,Ref1,04/01/2022 00:00,11/01/2022 00:00,18/01/2022 00:00,25/01/2022 00:00,01/02/2022 00:00,08/02/2022 00:00,15/02/2022 00:00,22/02/2022 00:00,01/03/2022 00:00,08/03/2022 00:00,15/03/2022 00:00,22/03/2022 00:00,29/03/2022 00:00,05/04/2022 00:00,12/04/2022 00:00,19/04/2022 00:00,26/04/2022 00:00,03/05/2022 00:00,10/05/2022 00:00,17/05/2022 00:00,24/05/2022 00:00,31/05/2022 00:00,07/06/2022 00:00,14/06/2022 00:00,21/06/2022 00:00,28/06/2022 00:00,05/07/2022 00:00,12/07/2022 00:00,19/07/2022 00:00,26/07/2022 00:00,02/08/2022 00:00,09/08/2022 00:00,16/08/2022 00:00,23/08/2022 00:00,30/08/2022 00:00,06/09/2022 00:00,13/09/2022 00:00,20/09/2022 00:00,27/09/2022 00:00,04/10/2022 00:00,11/10/2022 00:00,18/10/2022 00:00,25/10/2022 00:00,01/11/2022 00:00,08/11/2022 00:00,15/11/2022 00:00,22/11/2022 00:00,29/11/2022 00:00,06/12/2022 00:00,13/12/2022 00:00,20/12/2022 00:00,27/12/2022 00:00
,1,13,113XXRP,43478.58,43041.97,38622.92,40079.43,44565.32,40001.72,38322.83,37801.64,38696.88,44270.3,39099.61,39499.85,39077.84,43561.17,38895.18,37857.88,38541.76,41462.8,42304.47,39024.74,38945,40099.49,43326.92,39276.05,39396.59,37423.21,44708.45,42241.23,41658.4,39231.62,40940.78,44373.19,38759.47,39746.87,39793.41,43746.89,38015.36,38341.15,38512.48,40096.95032,42675.90845,47522.82652,55766.61275,47402.12136,53864.92287,57484.42739,72132.78494,43824.30184,38323.68775,31260.04691,32821.71977,27227.25976
,1,14,114XXRP,15583.82,18292.4,21324.12,18574.25,19412.26,16528.29,12757.86,12771.12,14690.27,15652.72,14933.13,13575.69,14904.8,16193.63,15537.79,16326.55,14186.59,14903.87,12858.85,14117.36,13158.38,16958.84,19019.04,14332.72,12083.33,12706.52,13423.3,12434.69,12419.06,11041.63,12912.96,13711.08,11596.1,12193.8,12037.66,14381.21,11450.64,12035.51,11150,11193.10063,11674.92415,12609.51472,14867.44309,12996.03118,14851.52692,15650.98949,19622.41837,11787.52491,10150.10586,8151.320106,8340.216818,6827.56041
,1,16,116XXRP,9873.73,13389.35,12648.11,19874.3,30451.14,32633.81,44960.02,45184.22,55275.59,59512.97,55347.73,42816.54,41926.36,43970.7,38885.33,37505,42922.55,45508.72,34785.29,32898.46,36362.45,37677.82,42679.2,22880.3,24017.03,23838.33,25418.49,21677.85,20035.26,18393.12,16797.62,20473.94,14646.37,13415.51,14734.64,11320.41,10525.66,9518.43,9934.63,5588.804789,4033.770766,2903.36064,2075.712013,1748.92037,0,0,0,0,0,0,0,0
,1,17,117XXRP,8128.57,10461.07,11684.73,9309.63,11187.42,11553.98,8523.56,7456.66,8433.01,8662.4,6936.35,8559.84,7868.25,9064.6,7964.29,9308.53,7323.66,7197.38,8589.19,6676.87,7468.47,8240.63,8053.74,7386.64,7195.7,8435.09,7809.58,8441.34,8710.04,9523.9,8158.73,8712.44,7075.73,7143.59,7155.75,9040.52,7908.36,7640.43,7640.92,8087.031842,8534.539576,9495.127784,11211.43367,9488.766914,10734.97047,11346.75776,14404.73669,8618.90263,7509.823456,6136.794116,6594.087159,5500.340292
,1,18,118XXRP,3558.71,12687.47,26992.11,1973.92,1316.04,1126.04,1630.41,2280.34,3667.66,14283.73,5136.25,61.56,4.68,-1.27,4.58,NA,1.97,0.2,4.97,NA,NA,NA,NA,NA,2.91,NA,NA,NA,9.97,4.97,4.97,4.97,649.09,3361,4867.7,7291.46,8171.79,10569.09,17934.28,16071.49389,20128.16538,25716.10876,33760.70005,31708.19657,39681.46363,46416.74394,63139.45196,40372.3978,36190.44488,31774.98428,35939.76787,31802.84441
,1,19,119XXRP,1175.9,973.9,762.59,988.95,761.16,1514.62,1273.4,1057.43,973.05,875.56,753.73,1162.5,524.17,1155.4,1848.79,1441.88,1036.21,1406,1242.44,951.49,1174.7,1040.98,1195.29,1003.66,955.74,1016.28,901.62,875.1,1192.39,1328.49,900.06,1225.7,733.78,1015.46,1385.85,1192.58,1415.68,1247.56,1640.81,1313.211684,1425.720846,1650.802331,1995.933455,1755.368568,2060.757812,2265.59109,2958.932283,1820.562085,1610.046511,1351.898449,1485.039594,1251.701503
,1,20,120XXRP,4206.91,6051.57,5569.54,4455.36,5446.7,7272.2,5040.41,3909.02,5264.6,3868.02,3449.45,4246.85,4844.73,4647.31,4418.12,5296.28,4614.33,4353.92,4943.11,3948.1,5218.84,4847.43,5485.86,3737.06,4831.71,3810.16,4708.44,4534.37,3980.4,3452.67,4602.26,4342.34,3548.56,3532.28,3200.54,4184.73,3126.49,3640.07,2680.53,3160.899421,3172.29516,3466.757428,3951.479818,3332.872784,3571.502942,3739.624154,4453.153953,2612.629707,2215.164989,1715.478214,1666.929365,1350.83953
,1,21,121XXRP,8168.45,8467.27,9065.08,8042.3,9722.09,7309.95,8184.24,7602.33,8410.81,10083.36,7223.96,6508.01,7561.57,7873.18,7120.67,7124.99,6872.63,7206.04,7373.09,7345.49,7768.11,6490.2,7500.71,6717.31,6321.9,6371.95,6393.77,6752.85,6182.36,6965.28,7031.77,8258.47,8013.36,7085.79,7737.13,7790.01,7020.8,7614.71,8194.63,7697.081368,8367.769048,9613.973585,11458.85407,9938.777243,11545.44871,12540.8369,16116.57465,9828.122628,8681.501554,7090.193529,7544.616372,6310.480566
,1,22,122XXRP,9723.63,11817.34,10815.19,8625.07,11402.9,11076.38,7827.86,6592.15,8538.98,7462.34,5901.71,7171.34,6068.54,7884.36,6363.42,6752.83,6878.26,6332.62,6816.23,5764.52,7233.96,6008.22,6382.12,5881.8,6767.52,7170.57,7160.87,7229.94,7788.49,6364.81,5742.4,7669.83,5462.99,5663.49,6892.92,7821.14,8966.16,8236.39,8236.88,7814.229947,8408.672761,9659.478946,11507.78588,9877.093572,11353.27833,12377.93698,16070.27799,9929.53281,8885.325197,7481.255362,8042.270436,6739.073754
,1,23,123XXRP,18537.41,25581.44,25295.03,20374.68,22257.51,21179.12,19391.07,19261.99,23356.66,24604.49,20132.49,20768.42,17587.72,21973.08,21536.76,18435.16,20778.32,23504.62,23792.73,24836.02,26200.55,23036,22965.73,18326.49,18400.73,18105.68,22566.41,21599.34,21808.81,25618.62,23361.12,17406.85,14172.52,15702.02,14731.92,19478.62,21024.28,17191.96,21460.58,17235.09895,18313.96373,20700.92724,24340.60982,20639.53627,23015.73299,24025.81797,29483.34709,17661.65088,15253.21366,12354.49408,13409.06822,11432.98032
,1,24,124XXRP,5455.8,7473.32,6598.42,5345.89,6269.69,5554.83,4842.19,5184.95,5401.75,7077.44,4986.97,5047.11,3328.23,5753.71,4449.04,4439.01,4830.18,3853.81,3810.35,3670.73,4129.07,3729.35,4671.82,4537.83,5164.1,5974.25,8003.97,8870.23,12967.94,16785.62,13181.63,5138.69,4980.64,4979.52,4364.69,7322.07,7733.2,5355.52,7106.74,8295.611737,8763.596818,9652.707234,10985.17132,8946.783138,9649.035723,9661.18667,11335.10646,6415.711895,5275.285984,4403.555963,5266.270878,4821.258464
,1,25,125XXRP,8798.84,10179.01,10930.07,10225.67,11620.37,13087.32,13002.03,11387.52,15027.13,14732.09,12736.32,10115.85,10563.87,13530.43,10206.26,10029.04,10702.21,11528.12,10527.53,10329.88,9848.45,9566.04,11324.5,8281.23,9237.46,8528.82,10019.2,8614.67,9780.51,10625.07,10284.77,7461.45,7541.58,7804.28,7685.71,11140.24,10485.04,8702.47,11066.13,9200.081316,9910.978621,11159.65185,13198.24673,11464.69813,13059.3327,14107.94729,17908.42567,10978.21214,9594.746687,7919.457779,8570.71872,7309.76307
,1,26,126XXRP,6969.74,9120.37,7499.33,7457.98,8247.41,7890.21,7462.19,7313.8,7592.79,8152.94,6095.14,6869.49,6317.77,6788.13,5958.51,5783.96,5069.36,5319.66,5082.27,5688.08,5852.37,5615.89,5851.77,4375.44,5279.41,4350.86,5764.11,5498.9,4924.3,5369.29,5602.58,5011.22,6001.13,6550.81,5035.97,8784.99,12773.34,7004.13,7412.16,7914.308158,8792.92081,10278.72587,12628.42923,11186.94359,13162.37105,14667.30292,19139.32463,12008.46782,10850.34165,9075.946495,9837.390888,8379.435216
,1,27,127XXRP,1915.13,2367.25,2538.15,1784.56,1550.19,1418.25,1461.99,1269.16,1409.77,1429.08,983.69,970.43,1019.53,1033.05,887.99,921,775.09,1030.9,1033.86,822.19,1030.06,1010.07,993.52,1018.36,1241.1,938.36,1145.67,1122.14,1476.09,1643.59,1580.28,1060.29,857.88,1047.27,948.57,1492.09,1536.58,1841.73,1712.02,1566.343421,1698.827173,1950.747535,2350.594614,2027.604805,2357.919357,2608.123625,3353.333766,2065.844815,1832.401255,1544.898967,1707.683758,1486.861787
,1,28,128XXRP,571.7,745.15,845.62,734.59,633.51,657.41,513.24,457.22,502.86,655.22,434.56,527.48,354.59,564.69,420.08,427.37,300.15,352.99,389.31,419.35,371.9,439.75,416.06,331.24,310.65,258.1,303.36,307.87,312.75,307.34,283.4,374.15,403.87,490.61,402.73,641.7,596.37,656.45,742.48,576.0932632,650.2478641,765.2126464,959.7264797,864.0235171,1038.882897,1169.954757,1546.455778,973.7340087,883.7944053,746.1667227,811.9922479,689.69619
,1,29,129XXRP,5646.11,7755.83,7122.71,5337.27,5082.59,4735.19,4735.58,3903.39,4392.74,3976.42,3294.36,3733.04,3698.19,4880.96,4632.27,3864.86,3118.55,3788.69,4042.24,3575.94,3229.2,3898.01,3925.61,3716.03,3707.9,3356.82,4145.19,4162.46,4208.19,3966.86,4183.85,3268.08,3418.62,3683.28,3515.91,4288.34,3465.18,3739.1,4077.2,3854.448526,4116.062675,4551.657632,5375.490537,4565.935542,5207.245565,5576.622009,6989.90901,4246.938127,3740.79464,3088.292327,3291.384434,2784.409519
,1,30,130XXRP,3107.1,4257.72,3725.26,2927,4393.08,4133.36,3505.18,3421.12,3536.71,3544.7,3711.72,3151.6,2822.92,4751.06,2564.12,3064.12,3055.24,3931.58,3629.94,2752.74,2784.5,3402.4,3054.34,2723.02,2821.6,2959,3202.68,3355.34,3300.68,3686.74,3058.82,2669.67,2115.88,1986.16,2047.42,2520.85,2258.74,2559.08,2830.48,2406.088842,2482.839917,2672.098565,3105.610902,2557.517219,2789.723246,2855.672263,3470.607186,2030.972122,1742.351616,1403.496549,1519.799277,1270.253861
,1,31,131XXRP,1622.63,2007.88,2064.35,1852.43,2628.13,2070.4,1682.53,1691.74,1515.28,1517.77,1170.59,1291.39,1023.38,1399.76,1566.24,1189.88,901.11,1249.54,1493.84,1226.71,1471.82,1137.78,1166.8,2848.5,2605.28,3477.27,4272.27,4464.25,4851.27,6812.13,6691.49,1499.7,1365.52,1490.66,1060.74,2063.02,1276.81,1529.52,1413.51,2388.096842,2327.523413,2315.867302,2245.301493,1396.138427,1159.876994,680.8345142,243.2267303,0,0,0,0,94.10610576
,1,32,132XXRP,8955.94,13300.13,23676.04,8802.92,7476.75,7889.12,7162.45,6435.66,7566.56,8085.39,6572.66,5816.96,6048.64,7587.45,10476.98,11330.87,8602.53,6183.49,7430.02,5169.85,7402.76,5446.58,7565.11,6001.11,4066.82,6288.58,6862.94,5796.95,6459.89,5772.47,6649.79,6857.35,5000.5,5375.99,3909.44,5852.15,5238.49,6241.78,5918.47,5504.625,5716.954472,6482.636861,7475.509773,6453.431972,7346.005101,7537.869453,9495.280729,5769.980056,4976.662084,4064.426587,4251.005549,3572.139184
,1,33,133XXRP,4894.83,6395.77,6300.81,5426.03,5909.09,5546.97,5669.24,4397.45,4801.62,6401.92,5070.49,4748.34,3710.58,4742.62,4959.16,4219.69,5733.73,4652.2,4990.8,4422.38,4045.11,4558.63,5286.22,4715.67,6264.38,7108.36,8406.93,9030.25,10682.47,13019.11,11799.65,5001.36,4449.08,4705.71,4390.19,6775.72,7617.49,5170.49,6313.48,7301.574632,7663.246156,8286.207154,9355.982919,7556.54531,8014.329469,8034.602079,9539.246141,5472.679154,4595.109967,3772.222291,4331.920349,3941.524342
,1,34,134XXRP,10085.87,14950.38,13164.86,13189.95,15464.72,12781.11,14027.29,12282.21,15035.51,17006.02,16848.85,13070.17,14492.12,16632.06,14922.78,15712.57,14765.02,15369.77,15948.94,12181.66,12356.92,12800.16,14618.59,11081.34,11094.22,9971.74,11648.89,10609.61,10272.79,10288.31,10066.04,9601.08,8723.62,9670.5,8972.86,10523.41,11105.36,9544.78,9972,8978.506368,9403.52229,10357.20795,12106.62558,10474.68582,11847.24197,12624.80294,15735.38345,9524.515453,8263.628242,6674.808542,6995.698632,5763.442008
,1,35,135XXRP,2571.73,3367.66,2394.51,2557.91,2801.79,2268.29,2934.74,2513.16,3174.24,3737.76,3320.38,2311.41,2578.97,2763.83,2768.22,2818.63,2473.47,3356.38,2727.51,2686.18,2293.32,2773.38,2531.92,1874.74,2044.01,2118.15,2138.88,2018.51,1842.08,1894.91,1623.92,1578.57,1547.07,1341.83,1773.32,1658.09,2228.94,1555.93,1459.47,1390.728368,1459.887546,1569.27522,1854.961222,1569.492006,1714.077956,1780.746267,2212.713026,1318.721602,1133.182516,899.269827,932.9345626,744.6335784
,1,36,136XXRP,1271.66,3024.82,2101.84,909.96,796.97,1106.03,1391,1369,2155,1769,1618,1123,1454,1946,1832,2390.24,4032,4401,2417,2697,2512,2978,4022,1129,1617.03,1210,1361,881,444,384.92,431.96,476.74,310.55,408.03,277.37,1040.66,1584.1,536.75,1156.34,50.10442105,0,0,0,141.1482203,84.95102138,99.62483804,97.0891821,77.61082368,52.86723042,0,0,0
,1,37,137XXRP,3009.44,3522.35,3542.89,2952.33,2957.55,3202.72,2299.48,2498.19,2912.11,2572.86,2361.49,2468.8,2354.89,2703.35,2615.06,2562.37,2381.48,3252.9,3071.48,3145.74,3103.98,2815.37,3302.98,3129.13,2596.68,2893.65,3312.16,2821.2,2772.76,2257.56,2401.44,2992.74,2854.51,2776.22,2507.6,2466.9,2482.7,2483.49,2566.42,2418.784947,2554.706984,2828.123399,3253.535531,2748.607024,3126.719896,3268.825274,4095.358859,2497.806874,2166.104727,1752.88034,1790.450646,1439.740909
,1,38,138XXRP,89029.26,78072.5,91386.12,72314.41,93103.43,88138.04,68900.29,76834.09,83931.07,98092.62,74197.08,74827.84,66399.89,90029.42,70261.48,81332.67,76300.01,74849.19,80344.44,69071.96,73529.71,67658.22,80117.78,66232.11,68235.73,70457.7,85329.19,74483.32,85392.47,71295.77,80706.16,70644.8,82186.59,74195.35,75484.17,74894.95,82276.59,68794.43,66526.76,75885.01595,80862.85926,90727.98154,106108.2411,90535.96745,102320.8032,108568.7635,136367.402,83089.20731,72210.00193,59521.21418,62430.10123,52198.5303
,1,40,140XXRP,67574.43,66858.78,63913.1,63852.3,66944.08,65110.73,61283.62,59756.62,61229.13,64686.95,59646.09,60905.45,60164.22,64719.29,57434.64,57097.72,57995.27,58094.41,58426.12,55600.99,54157.81,57655.87,59627.75,53981.14,54840.74,53286.98,59729.29,57803.56,54852.61,55113.94,59897.79,61156.64,60364.66,57957.57,56346.83,63639.01,56659.18,56386.37,59287.86,59489.15058,63871.72593,71651.47944,85026.32699,72776.96054,83339.64469,89739.53392,113990.8568,69515.52427,61120.12554,49868.78546,52633.34162,44022.83033
,1,41,141XXRP,359.5,761,661,415.37,587.5,846.87,500,560.5,375,538,333,490.5,346,474.6,652,549.5,528.71,298.65,343.79,292.52,408.46,237.24,478.22,492.3,416.79,497.61,432.61,565.3,569.89,1046.13,1308.72,1846.97,1382.99,1320.89,1163.75,1207.99,1031.98,1201.83,1784.96,1632.388316,1833.408541,2163.63345,2648.021079,2344.444289,2791.88521,3097.777853,4061.953817,2506.881419,2231.841736,1839.128431,1991.32834,1711.618194
,1,42,142XXRP,8813.08,8250.23,8863.71,8542.28,9878.1,8130.77,8730.84,6474.28,8058.56,8972.49,8512.01,7332.1,8264.77,8593.85,6871.92,7239.61,8637.88,7977.62,9733.53,8345.37,8500.51,8611.38,10220.35,7034.91,8177.91,8525.93,7839.2,8744.49,7736.78,7541.59,7997.03,8003.46,7563.72,7062.59,6568.89,7163.58,7418.72,7586.22,6786.97,6874.404105,7200.950628,7917.116772,9175.222357,7867.524672,8701.363625,9179.834893,11553.73092,6846.294449,5965.782388,4786.405804,4958.776925,4080.153553
,1,44,144XXRP,5616.96,5810.57,5310.32,4539.36,4963.89,4589.36,4682.64,4356.74,4201.9,4848.96,3960.81,3906.32,4231.57,5380.5,6136.73,5251.97,5248.37,3926.24,4411.14,4718.16,3897.52,4340.94,4117.76,4472.66,5053.41,4533.94,4762.95,4705.45,4576.91,5778.82,5676.46,5269.35,5406.78,5682.47,7919.71,5546.58,5997.47,6357.29,6593.58,6669.417789,7367.243665,8422.165969,10170.38682,8773.396518,10238.74302,11306.72748,14672.57887,9056.061742,8051.61653,6644.875426,7190.02017,6110.539998
